movie_id,movie_title,title_year,language,country,color,genres,imdb_score,plot_keywords,director_name,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,facenumber_in_poster,movie_imdb_link,,,,
,The Party's Over,1965,English,UK, Black and White,Drama,7.3,beatnik|businessman|necrophilia|party|partying,Guy Hamilton,340,7,12,,1,http://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,,,,          
,Pierrot le Fou,1965,French,France,Color,Crime|Drama|Romance,7.7,beach|money|on the run|party|smuggling,Jean-Luc Godard,19386,74,96,Not Rated,1,http://www.imdb.com/title/tt0059592/?ref_=fn_tt_tt_1,,,,          
,A Charlie Brown Christmas,1965,English,USA,Color,Animation|Comedy|Family,8.4,christmas|christmas tree|commercialism|meaning of christmas|tree,Bill Melendez,21826,126,43,TV-G,0,http://www.imdb.com/title/tt0059026/?ref_=fn_tt_tt_1,,,,          
,A Man for All Seasons,1966,English,UK,Color,Biography|Drama|History,7.9,catholic|chancellor|divorce|king henry viii|thomas more,Fred Zinnemann,23713,167,62,Approved,0,http://www.imdb.com/title/tt0060665/?ref_=fn_tt_tt_1,,,,          
,Harper,1966,English,USA,Color,Action|Crime|Drama|Mystery|Thriller,7,kidnapping|los angeles california|neo noir|private detective|ransom,Jack Smight,5941,74,22,Not Rated,1,http://www.imdb.com/title/tt0060490/?ref_=fn_tt_tt_1,,,,          
,Torn Curtain,1966,English,USA,Color,Thriller,6.7,defection|east germany|germany|iron curtain|scientist,Alfred Hitchcock,18656,137,64,Approved,1,http://www.imdb.com/title/tt0061107/?ref_=fn_tt_tt_1,,,,          
,A Funny Thing Happened on the Way to the Forum,1966,English,USA,Color,Comedy|Musical,7,based on stage musical|based on stage musical based on stage play|freedom|historical fiction|virgin,Richard Lester,6804,72,25,Approved,0,http://www.imdb.com/title/tt0060438/?ref_=fn_tt_tt_1,,,,          
,Batman: The Movie,1966,English,USA,Color,Adventure|Comedy|Family,6.5,black cat|catwoman|dc comics|penguin|riddler,Leslie H. Martinson,22975,155,53,Approved,1,http://www.imdb.com/title/tt0060153/?ref_=fn_tt_tt_1,,,,          
,"The Good, the Bad and the Ugly",1966,Italian,Italy,Color,Western,8.9,civil war|hitman|outlaw|shootout|spaghetti western,Sergio Leone,503509,780,181,Approved,3,http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,,,,          
,You Only Live Twice,1967,English,UK,Color,Action|Adventure|Thriller,6.9,faked death|japan|japanese|poison|secret headquarters,Lewis Gilbert,75280,267,130,Approved,0,http://www.imdb.com/title/tt0062512/?ref_=fn_tt_tt_1,,,,          
,In Cold Blood,1967,English,USA, Black and White,Biography|Crime|Drama|History,8,homoeroticism|kansas|murder|police|robbery,Richard Brooks,19026,128,79,Approved,1,http://www.imdb.com/title/tt0061809/?ref_=fn_tt_tt_1,,,,          
,Point Blank,1967,English,USA,Color,Crime|Thriller,7.4,criminal|gangster|money|revenge|violence,John Boorman,13640,128,87,Approved,0,http://www.imdb.com/title/tt0062138/?ref_=fn_tt_tt_1,,,,          
,The Torture Chamber of Dr. Sadism,1967,German,West Germany,Color,Horror|Mystery,6,count|drawn and quartered|tied up|torture chamber|torture device,Harald Reinl,952,36,38,M,0,http://www.imdb.com/title/tt0062235/?ref_=fn_tt_tt_1,,,,          
,In the Heat of the Night            ,1967,English,USA,Color,Crime|Drama|Mystery,7.4,detective|mississippi|police|police detective|small town,,2258,24,1,,1,http://www.imdb.com/title/tt0094484/?ref_=fn_tt_tt_1,,,,          
,"Yours, Mine and Ours",1968,English,USA,Color,Comedy|Family,7.2,nurse|parent|sibling|widow|widower,Melville Shavelson,5888,61,8,Unrated,0,http://www.imdb.com/title/tt0063829/?ref_=fn_tt_tt_1,,,,          
,2001: A Space Odyssey,1968,English,UK,Color,Adventure|Mystery|Sci-Fi,8.3,ancient astronaut|famous line|message from outer space|monolith|star child,Stanley Kubrick,427357,1736,285,G,0,http://www.imdb.com/title/tt0062622/?ref_=fn_tt_tt_1,,,,          
,Oliver!,1968,English,UK,Color,Drama|Family|Musical,7.5,abuse|child|orphan|orphanage|pickpocket,Carol Reed,25303,138,56,G,1,http://www.imdb.com/title/tt0063385/?ref_=fn_tt_tt_1,,,,          
,Barbarella,1968,English,France,Color,Adventure|Comedy|Fantasy|Sci-Fi,5.9,41st century|angel|future|laser gun|space opera,Roger Vadim,24436,186,107,PG,2,http://www.imdb.com/title/tt0062711/?ref_=fn_tt_tt_1,,,,          
,Once Upon a Time in the West,1968,English,Italy,Color,Western,8.6,gang|gun|harmonica|killing|woman in bathtub,Sergio Leone,216005,565,164,PG-13,1,http://www.imdb.com/title/tt0064116/?ref_=fn_tt_tt_1,,,,          
,Night of the Living Dead,1968,English,USA, Black and White,Drama|Horror|Mystery,8,cemetery|farmhouse|radiation|running out of gas|zombie,George A. Romero,87978,580,284,Unrated,5,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,,,,          
,Rosemary's Baby,1968,English,USA,Color,Drama|Horror,8,devil worship|incubus|paranoia|raped by a demon|satanism,Roman Polanski,140527,447,215,R,0,http://www.imdb.com/title/tt0063522/?ref_=fn_tt_tt_1,,,,          
,Hang 'Em High,1968,English,USA,Color,Western,7,imperative in title|judge|marshal|murder|vigilante,Ted Post,25472,109,26,M,3,http://www.imdb.com/title/tt0061747/?ref_=fn_tt_tt_1,,,,          
,Shalako,1968,English,UK,Color,Western,5.5,bare chested male bondage|european|female frontal nudity|topless woman|war paint,Edward Dmytryk,1978,41,10,PG,2,http://www.imdb.com/title/tt0063592/?ref_=fn_tt_tt_1,,,,          
,Charly,1968,English,USA,Color,Drama|Romance|Sci-Fi,7.1,disability|experiment|genius|intelligence|mouse,Ralph Nelson,4998,55,32,PG,0,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,,,,          
,Night of the Living Dead,1968,English,USA, Black and White,Drama|Horror|Mystery,8,cemetery|farmhouse|radiation|running out of gas|zombie,George A. Romero,87978,580,284,Unrated,5,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,,,,          
,Paint Your Wagon,1969,English,USA,Color,Comedy|Drama|Musical|Romance|Western,6.7,california|farmer|gold|mining|prospector,Joshua Logan,9352,106,20,PG-13,3,http://www.imdb.com/title/tt0064782/?ref_=fn_tt_tt_1,,,,          
,Sweet Charity,1969,English,USA,Color,Comedy|Drama|Music|Musical|Romance,7,charity|dancer|foreign language adaptation|hope|taxi dancer,Bob Fosse,3454,64,15,G,0,http://www.imdb.com/title/tt0065054/?ref_=fn_tt_tt_1,,,,          
,Machine Gun McCain,1969,English,Italy,Color,Crime|Drama|Thriller,6.2,casino|gang violence|robbery|suicide|violence,Giuliano Montaldo,618,12,28,GP,0,http://www.imdb.com/title/tt0065895/?ref_=fn_tt_tt_1,,,,          
,On Her Majesty's Secret Service,1969,English,UK,Color,Action|Adventure|Thriller,6.8,bond girl|british|mission|portugal|switzerland,Peter R. Hunt,59941,452,143,M,2,http://www.imdb.com/title/tt0064757/?ref_=fn_tt_tt_1,,,,          
,Butch Cassidy and the Sundance Kid,1969,English,USA,Color,Biography|Crime|Drama|Western,8.1,bolivia|gang|outlaw|posse|train,George Roy Hill,152089,309,130,M,1,http://www.imdb.com/title/tt0064115/?ref_=fn_tt_tt_1,,,,          
,The Wild Bunch,1969,English,USA,Color,Action|Adventure|Western,8,friendship|honor|righteous rage|soldier|texas,Sam Peckinpah,63192,287,147,R,1,http://www.imdb.com/title/tt0065214/?ref_=fn_tt_tt_1,,,,          
,Topaz,1969,English,USA,Color,Drama|Thriller,6.3,1960s|agent|cuba|intelligence|spy,Alfred Hitchcock,12677,89,50,M,0,http://www.imdb.com/title/tt0065112/?ref_=fn_tt_tt_1,,,,          
,Midnight Cowboy,1969,English,USA, Black and White,Drama,7.9,gay|homosexual|homosexuality|hustler|male rear nudity,John Schlesinger,76616,334,88,X,2,http://www.imdb.com/title/tt0064665/?ref_=fn_tt_tt_1,,,,          
,Mississippi Mermaid,1969,French,France,Color,Crime|Drama|Romance,7.2,antibes|hotel|island|reunion|reunion island,François Truffaut,4391,26,35,R,0,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,,,,          
,The Stewardesses,1969,English,USA,Color,Comedy|Drama,4,female frontal nudity|female nudity|lesbian sex|lesbianism|sex,Al Silliman Jr.,161,5,21,X,0,http://www.imdb.com/title/tt0168192/?ref_=fn_tt_tt_1,,,,          
,Tora! Tora! Tora!,1970,English,Japan,Color,Action|Drama|History|War,7.5,attack|hawaii|navy|pearl harbor|u.s. navy,Richard Fleischer,25019,159,79,G,0,http://www.imdb.com/title/tt0066473/?ref_=fn_tt_tt_1,,,,          
,Waterloo,1970,English,Italy,Color,Action|Drama|History|War,7.3,battle|costume drama|final battle|napoleon|napoleon bonaparte,Sergey Bondarchuk,5911,76,16,G,2,http://www.imdb.com/title/tt0066549/?ref_=fn_tt_tt_1,,,,          
,Darling Lili,1970,English,USA,Color,Comedy|Drama|Musical|Romance|War,6.2,crepe suzette|french|mata hari spoof|song|spy,Blake Edwards,1547,50,22,G,2,http://www.imdb.com/title/tt0065611/?ref_=fn_tt_tt_1,,,,          
,Catch-22,1970,English,USA,Color,Comedy|Drama|War,7.2,catch 22|friend|insanity|kneed in the groin|military,Mike Nichols,17277,124,45,R,0,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1,,,,          
,Patton,1970,English,USA,Color,Biography|Drama|War,8,allies|dead soldier|destiny|general|tank,Franklin J. Schaffner,76398,258,112,GP,0,http://www.imdb.com/title/tt0066206/?ref_=fn_tt_tt_1,,,,          
,The Molly Maguires,1970,English,USA,Color,Drama|History,6.9,coal|detective|irish|irish immigrant|pennsylvania,Martin Ritt,2603,36,13,PG,0,http://www.imdb.com/title/tt0066090/?ref_=fn_tt_tt_1,,,,          
,The Ballad of Cable Hogue,1970,English,USA,Color,Comedy|Drama|Romance|Western,7.3,desert|partner|prostitute|stagecoach|water,Sam Peckinpah,6350,62,31,R,2,http://www.imdb.com/title/tt0065446/?ref_=fn_tt_tt_1,,,,          
,Beneath the Planet of the Apes,1970,English,USA,Color,Action|Adventure|Sci-Fi,6.1,ape|astronaut|mission|planet|rescue,Ted Post,32378,150,78,G,0,http://www.imdb.com/title/tt0065462/?ref_=fn_tt_tt_1,,,,          
,Cotton Comes to Harlem,1970,English,USA,Color,Action|Comedy,6.6,black cop|chase|cotton|four word title|new york city,Ossie Davis,1172,27,30,R,1,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,,,,          
,Beyond the Valley of the Dolls,1970,English,USA,Color,Comedy|Drama|Music,6.2,band|drugs|friendship|hollywood|satire,Russ Meyer,7584,137,101,X,8,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,,,,          
,The Conformist,1970,Italian,Italy,Color,Drama,8.1,fascist|gun|italy|nudity|sexuality,Bernardo Bertolucci,17813,101,120,R,1,http://www.imdb.com/title/tt0065571/?ref_=fn_tt_tt_1,,,,          
,Woodstock,1970,English,USA,Color,Documentary|History|Music,8.1,drugs|hippie|music festival|the who|woodstock,Michael Wadleigh,12631,63,53,R,0,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,,,,          
,The French Connection,1971,English,USA,Color,Action|Crime|Drama|Thriller,7.8,crime boss|drug smuggling|heroin|mafia boss|organized crime,William Friedkin,82476,280,138,R,0,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,,,,          
,Fiddler on the Roof,1971,English,USA,Color,Drama|Family|Musical|Romance,8,immigration|jewish|pogrom|tradition|tradition versus modernity,Norman Jewison,29839,150,66,G,0,http://www.imdb.com/title/tt0067093/?ref_=fn_tt_tt_1,,,,          
,Diamonds Are Forever,1971,English,UK,Color,Action|Adventure|Thriller,6.7,cat|diamond|ford mustang|james bond 007|yanked off bikini top,Guy Hamilton,74249,276,120,GP,2,http://www.imdb.com/title/tt0066995/?ref_=fn_tt_tt_1,,,,          
,The Andromeda Strain,1971,English,USA,Color,Sci-Fi|Thriller,7.2,alien|baby|new mexico|satellite|scientist,Robert Wise,25857,171,57,G,0,http://www.imdb.com/title/tt0066769/?ref_=fn_tt_tt_1,,,,          
,Willy Wonka & the Chocolate Factory,1971,English,USA,Color,Family|Fantasy|Musical,7.8,candy|chocolate|factory|miniaturization|sudden change in size,Mel Stuart,128334,349,104,G,1,http://www.imdb.com/title/tt0067992/?ref_=fn_tt_tt_1,,,,          
,Escape from the Planet of the Apes,1971,English,USA,Color,Action|Sci-Fi,6.3,ape|fear|future|spacecraft|spaceship,Don Taylor,23546,92,74,G,0,http://www.imdb.com/title/tt0067065/?ref_=fn_tt_tt_1,,,,          
,The French Connection,1971,English,USA,Color,Action|Crime|Drama|Thriller,7.8,crime boss|drug smuggling|heroin|mafia boss|organized crime,William Friedkin,82476,280,138,R,0,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,,,,          
,Bananas,1971,English,USA,Color,Comedy,7.1,fictitious country|latin america|president|rebellion|reference to fidel castro,Woody Allen,27646,105,40,GP,3,http://www.imdb.com/title/tt0066808/?ref_=fn_tt_tt_1,,,,          
,Sweet Sweetback's Baadasssss Song,1971,English,USA,Color,Crime|Drama|Thriller,5.5,black panther|hells angels|on the run|racist|racist cop,Melvin Van Peebles,3340,50,38,R,1,http://www.imdb.com/title/tt0067810/?ref_=fn_tt_tt_1,,,,          
,The Night Visitor,1971,English,USA,Color,Crime|Horror|Thriller,6.8,escape|independent film|mental illness|prison|revenge,Laslo Benedek,544,19,14,GP,1,http://www.imdb.com/title/tt0066141/?ref_=fn_tt_tt_1,,,,          
,Pink Narcissus,1971,English,USA,Color,Drama|Fantasy,6.7,male frontal nudity|male pubic hair|male rear nudity|pubic hair|street hustler,James Bidgood,803,16,8,Not Rated,1,http://www.imdb.com/title/tt0067580/?ref_=fn_tt_tt_1,,,,          
,Solaris,1972,Russian,Soviet Union, Black and White,Drama|Mystery|Sci-Fi,8.1,hallucination|ocean|psychologist|scientist|space station,Andrei Tarkovsky,54057,236,144,PG,0,http://www.imdb.com/title/tt0069293/?ref_=fn_tt_tt_1,,,,          
,The Godfather,1972,English,USA,Color,Crime|Drama,9.2,crime family|mafia|organized crime|patriarch|rise to power,Francis Ford Coppola,1155770,2238,208,R,1,http://www.imdb.com/title/tt0068646/?ref_=fn_tt_tt_1,,,,          
,1776,1972,English,USA,Color,Drama|Family|History|Musical,7.6,continental congress|debate|declaration of independence|massachusetts|pennsylvania,Peter H. Hunt,6303,129,34,PG,0,http://www.imdb.com/title/tt0068156/?ref_=fn_tt_tt_1,,,,          
,Frenzy,1972,English,UK,Color,Thriller,7.5,penknife|police|rape|serial killer|united kingdom,Alfred Hitchcock,30982,199,110,R,0,http://www.imdb.com/title/tt0068611/?ref_=fn_tt_tt_1,,,,          
,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,English,USA, Black and White,Comedy,6.8,aphrodisiac|court jester|jester|queen|written and directed by cast member,Woody Allen,31077,78,50,R,5,http://www.imdb.com/title/tt0068555/?ref_=fn_tt_tt_1,,,,          
,Conquest of the Planet of the Apes,1972,English,USA,Color,Action|Sci-Fi,6.1,ape|future|intelligence|revolution|slave revolt,J. Lee Thompson,23268,95,80,PG,0,http://www.imdb.com/title/tt0068408/?ref_=fn_tt_tt_1,,,,          
,Silent Running,1972,English,USA,Color,Drama|Sci-Fi,6.7,forest|greenhouse|plant|robot|space,Douglas Trumbull,20678,199,87,GP,1,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,,,,          
,Cries & Whispers,1972,Swedish,Sweden,Color,Drama,8.2,dying|love|mansion|selfishness|turn of the century,Ingmar Bergman,19964,197,76,R,0,http://www.imdb.com/title/tt0069467/?ref_=fn_tt_tt_1,,,,          
,Pink Flamingos,1972,English,USA,Color,Comedy|Crime|Horror,6.1,absurd humor|egg|gross out humor|lesbian|sex,John Waters,16792,183,73,NC-17,2,http://www.imdb.com/title/tt0069089/?ref_=fn_tt_tt_1,,,,          
,M*A*S*H            ,1972,English,USA,Color,Comedy|Drama|War,8.4,colonel|doctor|korean war|major|nurse,,36265,147,55,TV-PG,5,http://www.imdb.com/title/tt0068098/?ref_=fn_tt_tt_1,,,,          
,The Streets of San Francisco            ,1972,English,USA,Color,Action|Crime|Drama|Mystery,7.3,city name in series title|homicide|older man younger man relationship|place in series title|police partner,,3405,13,13,,0,http://www.imdb.com/title/tt0068135/?ref_=fn_tt_tt_1,,,,          
,Mean Streets,1973,English,USA,Color,Crime|Drama|Romance|Thriller,7.4,bar|catholic guilt|epilepsy|italian american|money,Martin Scorsese,67797,223,112,R,0,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,,,,          
,The Exorcist,1973,English,USA,Color,Horror,8,demonic possession|exorcism|exorcist|loss of innocence|priest,William Friedkin,284252,1058,304,R,0,http://www.imdb.com/title/tt0070047/?ref_=fn_tt_tt_1,,,,          
,Live and Let Die,1973,English,UK,Color,Action|Adventure|Thriller,6.8,british|cards|heroin|murder|tarot card,Guy Hamilton,74957,251,136,PG,3,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,,,,          
,The Sting,1973,English,USA,Color,Comedy|Crime|Drama,8.3,con|con man|courier|long con|murder,George Roy Hill,175607,252,119,PG,0,http://www.imdb.com/title/tt0070735/?ref_=fn_tt_tt_1,,,,          
,High Plains Drifter,1973,English,USA,Color,Mystery|Western,7.6,gravestone|gunfighter|outlaw|revenge|small town,Clint Eastwood,36381,169,72,R,0,http://www.imdb.com/title/tt0068699/?ref_=fn_tt_tt_1,,,,          
,Pat Garrett & Billy the Kid,1973,English,USA,Color,Biography|Drama|Romance|Western,7.4,bare breasts|flogging|human branding|man slaps a woman|manhunt,Sam Peckinpah,13467,106,54,R,0,http://www.imdb.com/title/tt0070518/?ref_=fn_tt_tt_1,,,,          
,Sleeper,1973,English,USA,Color,Comedy|Sci-Fi,7.3,frozen|future|health food|leader|police,Woody Allen,33335,128,66,PG,0,http://www.imdb.com/title/tt0070707/?ref_=fn_tt_tt_1,,,,          
,Battle for the Planet of the Apes,1973,English,USA,Color,Action|Sci-Fi,5.5,ape|general|gorilla|outer space|planet of the apes,J. Lee Thompson,22764,91,62,G,4,http://www.imdb.com/title/tt0069768/?ref_=fn_tt_tt_1,,,,          
,American Graffiti,1973,English,USA,Color,Comedy|Drama|Music,7.5,california|car|drag racing|high school|rock 'n' roll,George Lucas,63839,238,100,PG,1,http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,,,,          
,The Godfather: Part II,1974,English,USA,Color,Crime|Drama,9,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,Francis Ford Coppola,790926,650,149,R,1,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,,,,          
,The Texas Chain Saw Massacre,1974,English,USA,Color,Horror|Thriller,7.5,cannibal|chainsaw|hitchhiker|independent film|leatherface,Tobe Hooper,96410,826,277,R,0,http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,,,,          
,The Man with the Golden Gun,1974,English,UK,Color,Action|Adventure|Thriller,6.8,assassin|bikini|girl in a bikini|mission|secret agent,Guy Hamilton,73950,258,118,PG,3,http://www.imdb.com/title/tt0071807/?ref_=fn_tt_tt_1,,,,          
,The Front Page,1974,English,USA,Color,Comedy|Drama|Romance,7.3,1920s|communist|escape from jail|newspaper|reporter,Billy Wilder,9007,50,34,PG,2,http://www.imdb.com/title/tt0071524/?ref_=fn_tt_tt_1,,,,          
,Young Frankenstein,1974,English,USA, Black and White,Comedy,8,assistant|castle|experiment|frankenstein's monster|scientist,Mel Brooks,112671,315,129,PG,0,http://www.imdb.com/title/tt0072431/?ref_=fn_tt_tt_1,,,,          
,Blazing Saddles,1974,English,USA,Color,Comedy|Western,7.8,railroad|reference to douglas fairbanks|reference to jesse owens|reference to randolph scott|year 1874,Mel Brooks,95294,363,121,R,0,http://www.imdb.com/title/tt0071230/?ref_=fn_tt_tt_1,,,,          
,The Conversation,1974,English,USA,Color,Drama|Mystery|Thriller,7.9,corruption|neo noir|recording|saxophone|surveillance,Francis Ford Coppola,74651,313,149,PG,2,http://www.imdb.com/title/tt0071360/?ref_=fn_tt_tt_1,,,,          
