movie_id,movie_title,title_year,country,color,genres,imdb_score,plot_keywords,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,facenumber_in_poster,movie_imdb_link,non_relevant_posters(ratings),non_relevant_posters(genres),,
512,Dangerous Liaisons,1988,USA,1,Drama|Romance,7.7,catholic|corruption|emotional abuse|france|seduction,52846,143,51,R,2,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,,,,          
513,A Nightmare on Elm Street 4: The Dream Master,1988,USA,1,Fantasy|Horror|Thriller,5.7,demon|dream|elm street|freddy krueger|nightmare,36108,260,102,R,0,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,,,,          
514,Young Guns,1988,USA,1,Action|Crime|Drama|Thriller|Western,6.8,army|cattle|deputy|new mexico|rancher,42614,120,50,R,5,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,,,,          
515,The Land Before Time,1988,USA,1,Adventure|Animation|Family,7.3,brontosaurus|classical music|dinosaur|dinosaur feature|earthquake,61753,133,24,G,0,http://www.imdb.com/title/tt0095489/?ref_=fn_tt_tt_1,,,,          
516,Poltergeist III,1988,USA,1,Horror|Thriller,4.5,aunt niece relationship|brother sister relationship|building|father daughter relationship|mirror,13190,114,66,PG-13,0,http://www.imdb.com/title/tt0095889/?ref_=fn_tt_tt_1,,,,          
517,Child's Play,1988,USA,1,Fantasy|Horror,6.5,birthday|doll|murder|serial killer|voodoo,62038,281,142,R,0,http://www.imdb.com/title/tt0094862/?ref_=fn_tt_tt_1,,,,          
518,Akira,1988,UK,1,Action|Animation|Sci-Fi,8.1,based on manga|biker gang|gifted child|post thermonuclear war|science runs amok,106160,430,150,R,0,http://www.imdb.com/title/tt0094625/?ref_=fn_tt_tt_1,,,,          
519,Action Jackson,1988,USA,1,Action|Comedy|Crime|Thriller,5.2,murder|power|psychotronic|tough cop|union,7569,65,35,R,2,http://www.imdb.com/title/tt0094612/?ref_=fn_tt_tt_1,,,,          
520,The Last Temptation of Christ,1988,USA,1,Drama,7.6,carpenter|exorcism|faith|reference to jesus christ|temptation,39680,308,114,R,0,http://www.imdb.com/title/tt0095497/?ref_=fn_tt_tt_1,,,,          
521,School Daze,1988,USA,1,Comedy|Drama|Musical,5.8,beauty salon|black college|college|fraternity|sorority,4756,38,22,R,4,http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1,,,,          
522,Mystic Pizza,1988,USA,1,Comedy|Drama|Romance,6.2,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,18286,73,34,R,4,http://www.imdb.com/title/tt0095690/?ref_=fn_tt_tt_1,,,,          
523,Halloween 4: The Return of Michael Myers,1988,USA,1,Horror|Thriller,5.9,halloween|michael myers|murder|niece|october,29629,374,144,R,0,http://www.imdb.com/title/tt0095271/?ref_=fn_tt_tt_1,,,,          
524,Lady in White,1988,USA,1,Fantasy|Horror|Mystery|Thriller,6.7,1960s|boy|ghost|murder|small town,4695,69,130,R,0,http://www.imdb.com/title/tt0095484/?ref_=fn_tt_tt_1,,,,          
525,They Live,1988,USA,1,Horror|Sci-Fi|Thriller,7.3,alien|brainwashing|construction worker|sunglasses|teleportation,73501,333,172,R,0,http://www.imdb.com/title/tt0096256/?ref_=fn_tt_tt_1,,,,          
526,Talk Radio,1988,USA,1,Drama,7.3,listener|neo nazi|radio|radio station|radio talk show,10073,78,40,R,0,http://www.imdb.com/title/tt0096219/?ref_=fn_tt_tt_1,,,,          
527,Phantasm II,1988,USA,1,Action|Fantasy|Horror|Sci-Fi|Thriller,6.5,cemetery|female nudity|mortuary|sphere|tall man,9502,100,81,R,1,http://www.imdb.com/title/tt0095863/?ref_=fn_tt_tt_1,,,,          
528,Iguana,1988,UK,1,Adventure|Crime|Drama,6.2,19th century|based on novel|disfigurement|harpooner|independent film,240,9,9,NULL,1,http://www.imdb.com/title/tt0095354/?ref_=fn_tt_tt_1,,,,          
529,Friday the 13th Part VII: The New Blood,1988,USA,1,Horror,5.3,death|jason voorhees|massacre|slaughter|telekinesis,21359,270,110,R,0,http://www.imdb.com/title/tt0095179/?ref_=fn_tt_tt_1,,,,          
530,Bloodsport,1988,USA,1,Action|Biography|Drama|Sport,6.8,hand to hand combat|hong kong|kumite|martial arts|tournament,57578,210,61,R,1,http://www.imdb.com/title/tt0092675/?ref_=fn_tt_tt_1,,,,          
531,Dekalog            ,1988,UK,1,Drama,9.1,meaning of life|moral challenge|morality|search for meaning|ten commandments,12590,37,53,TV-MA,0,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,,,,          
532,Dekalog            ,1988,UK,1,Drama,9.1,meaning of life|moral challenge|morality|search for meaning|ten commandments,12591,37,53,TV-MA,0,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,,,,          
533,The Bold and the Beautiful            ,1988,USA,1,Drama|Romance,3.5,beverly hills california|family relationships|los angeles california|soap opera,5478,54,1,TV-14,0,http://www.imdb.com/title/tt0092325/?ref_=fn_tt_tt_1,,,,          
534,The Abyss,1989,USA,1,Adventure|Drama|Sci-Fi|Thriller,7.6,alien|estranged couple|ocean|submarine|underwater,131217,380,82,PG-13,0,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,,,,          
535,Tango & Cash,1989,USA,1,Action|Comedy|Crime|Thriller,6.3,1980s|80s action|escape|plea bargain|prison,75365,149,45,R,1,http://www.imdb.com/title/tt0098439/?ref_=fn_tt_tt_1,,,,          
536,Indiana Jones and the Last Crusade,1989,USA,1,Action|Adventure|Fantasy,8.3,castle|diary|holy grail|map|nazi,515306,477,149,PG-13,5,http://www.imdb.com/title/tt0097576/?ref_=fn_tt_tt_1,,,,          
537,Licence to Kill,1989,UK,1,Action|Adventure|Thriller,6.6,drug cartel|drug lord|james bond 007|personal vendetta|vengeance,74009,317,117,PG-13,0,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,,,,          
538,Back to the Future Part II,1989,USA,1,Adventure|Comedy|Sci-Fi,7.8,alternate timeline|same actor playing two characters simultaneously on screen|second part|year 2015|younger version of character,340085,327,125,PG,0,http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1,,,,          
539,Batman,1989,USA,1,Action|Adventure,7.6,city|dc comics|gotham|pantyhose|police,269033,817,186,PG-13,0,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1,,,,          
540,Star Trek V: The Final Frontier,1989,USA,1,Action|Adventure|Sci-Fi|Thriller,5.4,captain|half brother|klingon|planet|vulcan,43743,293,98,PG,1,http://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1,,,,          
541,Black Rain,1989,USA,1,Action|Crime|Thriller,6.6,counterfeit|detective|japan|police chase|yakuza,39306,119,63,R,2,http://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1,,,,          
542,Glory,1989,USA,1,Drama|History|War,7.9,army|black soldier|military uniform|prejudice|u.s. civil war,101888,365,60,R,3,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,,,,          
543,We're No Angels,1989,USA,1,Comedy|Crime,6,con|convict|escape|police|priest,17349,42,20,PG-13,0,http://www.imdb.com/title/tt0098625/?ref_=fn_tt_tt_1,,,,          
544,Sea of Love,1989,USA,1,Crime|Drama|Mystery|Thriller,6.8,detective|love|single|suspect|title from song,30213,112,43,R,1,http://www.imdb.com/title/tt0098273/?ref_=fn_tt_tt_1,,,,          
545,Glory,1989,USA,1,Drama|History|War,7.9,army|black soldier|military uniform|prejudice|u.s. civil war,101889,365,60,R,3,http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,,,,          
546,Troop Beverly Hills,1989,USA,1,Adventure|Comedy,5.5,beverly hills hotel|divorce|girl|troop|wilderness,7470,35,11,PG,1,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,,,,          
547,Dead Poets Society,1989,USA,1,Comedy|Drama,8,education|english teacher|poet|professor|student,277451,491,96,PG,0,http://www.imdb.com/title/tt0097165/?ref_=fn_tt_tt_1,,,,          
548,When Harry Met Sally...,1989,USA,1,Comedy|Drama|Romance,7.6,friendship|love|male female friendship|new york|sex,149108,273,114,R,0,http://www.imdb.com/title/tt0098635/?ref_=fn_tt_tt_1,,,,          
549,New York Stories,1989,USA,1,Comedy|Drama|Romance,6.4,12 year old|artist|hotel|three word title|written and directed by cast member,13692,55,42,PG,0,http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1,,,,          
550,Born on the Fourth of July,1989,USA,1,Biography|Drama|War,7.2,desert|drunkenness|religious mother|strict mother|vietnam war,76842,173,72,R,0,http://www.imdb.com/title/tt0096969/?ref_=fn_tt_tt_1,,,,          
551,Pet Sematary,1989,USA,1,Fantasy|Horror,6.6,cat|cemetery|maine|secret|woods,63855,248,98,R,0,http://www.imdb.com/title/tt0098084/?ref_=fn_tt_tt_1,,,,          
552,Major League,1989,USA,1,Comedy|Sport,7.2,cleveland indians|league|manager|owner|team,49007,97,57,R,3,http://www.imdb.com/title/tt0097815/?ref_=fn_tt_tt_1,,,,          
553,Bill & Ted's Excellent Adventure,1989,USA,1,Adventure|Comedy|Music|Sci-Fi,6.9,failing student|high school|payphone|teenager|telephone booth,85362,181,81,PG,6,http://www.imdb.com/title/tt0096928/?ref_=fn_tt_tt_1,,,,          
554,Road House,1989,USA,1,Action|Thriller,6.5,bikini|cult film|fired from the job|martial arts|violence,42987,201,83,R,1,http://www.imdb.com/title/tt0098206/?ref_=fn_tt_tt_1,,,,          
555,Henry V,1989,UK,1,Action|Biography|Drama|History|Romance|War,7.7,battle|battle of agincourt|king|shakespeare play|sword and shield,23441,108,46,PG-13,1,http://www.imdb.com/title/tt0097499/?ref_=fn_tt_tt_1,,,,          
556,The Blood of Heroes,1989,UK,1,Action|Sci-Fi|Sport,6.5,battle|blood splatter|combat|game|showdown,4792,43,21,R,2,http://www.imdb.com/title/tt0094764/?ref_=fn_tt_tt_1,,,,          
557,Driving Miss Daisy,1989,USA,1,Comedy|Drama|Family,7.4,1950s|african american|jewish|old age|widow,72324,134,61,PG,1,http://www.imdb.com/title/tt0097239/?ref_=fn_tt_tt_1,,,,          
558,Warlock,1989,USA,1,Action|Fantasy|Horror|Thriller,6.2,17th century|book|death|warlock|witch hunter,11668,79,31,R,0,http://www.imdb.com/title/tt0098622/?ref_=fn_tt_tt_1,,,,          
559,A Nightmare on Elm Street 5: The Dream Child,1989,USA,0,Fantasy|Horror|Romance|Thriller,5.1,child|comic book|dream|murderer|nightmare,29659,227,88,X,0,http://www.imdb.com/title/tt0097981/?ref_=fn_tt_tt_1,,,,          
560,Halloween 5,1989,USA,1,Horror|Thriller,5.2,cat|halloween|kitten|michael myers|psychotronic,22929,287,137,X,1,http://www.imdb.com/title/tt0097474/?ref_=fn_tt_tt_1,,,,          
561,Do the Right Thing,1989,USA,1,Drama,7.9,black militant|frustration|pizza|pizza parlor|pizzeria,59524,418,103,R,2,http://www.imdb.com/title/tt0097216/?ref_=fn_tt_tt_1,,,,          
562,Friday the 13th Part VIII: Jason Takes Manhattan,1989,USA,1,Adventure|Horror,4.5,cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree,22961,291,129,R,0,http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1,,,,          
563,UHF,1989,USA,1,Comedy|Drama,7,gambling|imagination|television|television station|tv show,21416,198,59,PG-13,1,http://www.imdb.com/title/tt0098546/?ref_=fn_tt_tt_1,,,,          
564,The Toxic Avenger Part II,1989,USA,1,Action|Comedy|Horror|Sci-Fi,5.1,bare breasts|japan|tokyo japan|toxic avenger|troma,4663,40,49,R,2,http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1,,,,          
565,"Sex, Lies, and Videotape",1989,USA,1,Drama,7.2,affair|interview|marriage|sex|videotape,37785,95,58,R,2,http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,,,,          
566,Roger & Me,1989,USA,1,Documentary,7.5,factory|flint michigan|general motors|michigan|quest,22800,133,40,R,0,http://www.imdb.com/title/tt0098213/?ref_=fn_tt_tt_1,,,,          
567,Sleepy Hollow            ,1989,USA,1,Adventure|Drama|Fantasy|Mystery|Thriller,7.5,apocalypse|death|husband wife relationship|mother son relationship|murder,49049,110,39,TV-14,0,http://www.imdb.com/title/tt2647544/?ref_=fn_tt_tt_1,,,,          
568,Total Recall,1990,USA,1,Action|Sci-Fi,7.5,ambiguous ending|false memory|implanted memory|memory|space colony,240241,391,196,R,0,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1,,,,          
569,Die Hard 2,1990,USA,1,Action|Thriller,7.1,airport|fuel|plane|police|terrorist,269858,316,142,R,0,http://www.imdb.com/title/tt0099423/?ref_=fn_tt_tt_1,,,,          
570,Total Recall,1990,USA,1,Action|Sci-Fi,7.5,ambiguous ending|false memory|implanted memory|memory|space colony,240241,391,196,R,0,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1,,,,          
571,Days of Thunder,1990,USA,1,Action|Drama|Sport,5.9,driver|hot shot|racing|stock car driver|team,60476,97,60,PG-13,0,http://www.imdb.com/title/tt0099371/?ref_=fn_tt_tt_1,,,,          
572,The Godfather: Part III,1990,USA,1,Crime|Drama,7.6,1970s|family relationships|mob hit|opera|repeating history,267980,545,110,R,1,http://www.imdb.com/title/tt0099674/?ref_=fn_tt_tt_1,,,,          
573,Gremlins 2: The New Batch,1990,USA,1,Comedy|Fantasy|Horror,6.3,gremlin|horror host|hulk hogan|monster|skyscraper,68428,148,105,PG-13,0,http://www.imdb.com/title/tt0099700/?ref_=fn_tt_tt_1,,,,          
574,The Adventures of Ford Fairlane,1990,USA,1,Action|Adventure|Comedy|Crime|Music|Mystery,6.3,detective|groupie|murder|music industry|rock n roll,14429,113,48,R,5,http://www.imdb.com/title/tt0098987/?ref_=fn_tt_tt_1,,,,          
575,Dick Tracy,1990,USA,1,Action|Comedy|Crime|Music|Romance|Thriller,6.1,crime boss|detective|dick tracy|gangster|orphan,47819,164,72,PG,1,http://www.imdb.com/title/tt0099422/?ref_=fn_tt_tt_1,,,,          
576,Back to the Future Part III,1990,USA,1,Adventure|Comedy|Sci-Fi|Western,7.4,band|dog|letter|time machine|tombstone,283480,263,111,PG,0,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,,,,          
577,Predator 2,1990,USA,1,Action|Horror|Sci-Fi,6.2,alien|drug lord|gang|hunter|predator,105478,291,119,R,0,http://www.imdb.com/title/tt0100403/?ref_=fn_tt_tt_1,,,,          
578,Arachnophobia,1990,USA,1,Comedy|Fantasy|Horror|Thriller,6.3,arachnophobia|death|doctor|small town|spider,50389,136,74,PG-13,0,http://www.imdb.com/title/tt0099052/?ref_=fn_tt_tt_1,,,,          
579,The Hunt for Red October,1990,USA,1,Action|Adventure|Thriller,7.6,analyst|defection|navy|soviet submarine|submarine,143696,241,104,PG,1,http://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1,,,,          
580,Kindergarten Cop,1990,USA,1,Action|Comedy|Crime,6,astoria|kindergarten|kindergarten teacher|school|teacher,107801,109,46,PG-13,4,http://www.imdb.com/title/tt0099938/?ref_=fn_tt_tt_1,,,,          
581,Flatliners,1990,USA,1,Drama|Horror|Sci-Fi|Thriller,6.6,childhood trauma|death|medical student|memory|near death experience,62037,148,49,R,5,http://www.imdb.com/title/tt0099582/?ref_=fn_tt_tt_1,,,,          
582,Goodfellas,1990,USA,1,Biography|Crime|Drama,8.7,betrayal|gangster|mafia|organized crime|robbery,728685,989,192,R,3,http://www.imdb.com/title/tt0099685/?ref_=fn_tt_tt_1,,,,          
583,Ghost,1990,USA,1,Drama|Fantasy|Romance|Thriller,7,death|film blanc|invisibility|love|unrequited love,154199,252,77,PG-13,0,http://www.imdb.com/title/tt0099653/?ref_=fn_tt_tt_1,,,,          
584,Edward Scissorhands,1990,USA,1,Fantasy|Romance,7.9,creation|inventor|magical realism|scissors|suburb,357581,588,111,PG-13,0,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1,,,,          
585,Quigley Down Under,1990,UK,1,Action|Adventure|Drama|Romance|Western,6.8,aborigine|australian|australian aborigine|australian outback|rancher,15230,97,20,PG-13,1,http://www.imdb.com/title/tt0102744/?ref_=fn_tt_tt_1,,,,          
586,Dances with Wolves,1990,USA,1,Adventure|Drama|Western,8,friendship|frontier|honor|outpost|soldier,186485,382,92,PG-13,1,http://www.imdb.com/title/tt0099348/?ref_=fn_tt_tt_1,,,,          
587,Home Alone,1990,USA,1,Comedy|Family,7.5,airport|child protagonist|child swearing|christmas|home alone,311075,305,102,PG,5,http://www.imdb.com/title/tt0099785/?ref_=fn_tt_tt_1,,,,          
588,Pretty Woman,1990,USA,1,Comedy|Romance,6.9,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,213476,271,82,R,2,http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1,,,,          
589,Child's Play 2,1990,USA,1,Fantasy|Horror,5.7,boy|doll|foster home|killer doll|serial killer,31371,166,59,R,0,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,,,,          
590,Mo' Better Blues,1990,USA,1,Drama|Music|Romance,6.5,comeback|friend|jazz|stage|trumpet,8295,30,23,R,1,http://www.imdb.com/title/tt0100168/?ref_=fn_tt_tt_1,,,,          
591,Tremors,1990,USA,1,Comedy|Horror|Sci-Fi,7.1,desert|giant worm|monster|pipe bomb|small town,90070,248,132,PG-13,0,http://www.imdb.com/title/tt0100814/?ref_=fn_tt_tt_1,,,,          
592,Two Evil Eyes,1990,UK,1,Horror,6.1,black cat|cat|evil|photographer|undead,4302,45,76,R,1,http://www.imdb.com/title/tt0100827/?ref_=fn_tt_tt_1,,,,          
593,Shipwrecked,1990,UK,1,Adventure|Family,6.7,boy|island|pirate|ship|treasure,1984,14,6,PG,2,http://www.imdb.com/title/tt0099816/?ref_=fn_tt_tt_1,,,,          
594,Spaced Invaders,1990,USA,1,Adventure|Comedy|Sci-Fi,5.3,alien|halloween|killer robot|outer space|wrestler costume,2580,54,16,PG,1,http://www.imdb.com/title/tt0100666/?ref_=fn_tt_tt_1,,,,          
595,Marilyn Hotchkiss' Ballroom Dancing and Charm School,1990,USA,1,Comedy|Family|Musical|Romance|Short,7.1,student film|wonder years,97,2,1,NULL,0,http://www.imdb.com/title/tt0283465/?ref_=fn_tt_tt_1,,,,          
596,Metropolitan,1990,USA,1,Comedy|Drama|Romance,7.5,apartment|dancing|debutante|new york|upper class,7143,52,71,PG-13,1,http://www.imdb.com/title/tt0100142/?ref_=fn_tt_tt_1,,,,          
597,Midnight Cabaret,1990,USA,1,Horror,4.5,cigarette smoking|death|devil|nightmare|satanic cult,47,4,1,R,0,http://www.imdb.com/title/tt0100146/?ref_=fn_tt_tt_1,,,,          
598,Nikita            ,1990,USA,1,Action|Crime|Drama|Thriller,7.7,assassin|death|female protagonist|rogue|training,42402,83,27,NULL,1,http://www.imdb.com/title/tt1592154/?ref_=fn_tt_tt_1,,,,          
599,Dark Angel            ,1990,USA,1,Action|Drama|Mystery|Sci-Fi,7.4,cat burglar|female lead|future|mixed martial arts|post apocalypse,25329,160,11,TV-14,1,http://www.imdb.com/title/tt0204993/?ref_=fn_tt_tt_1,,,,          
