movie_title,title_year,language,country,duration,color,genres,imdb_score,plot_keywords,director_name,Actors_name,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,aspect_ratio,budget,gross,profit,facenumber_in_poster,movie_imdb_link,,,,
The Man Who Shot Liberty Valance,1962,English,USA,113, Black and White,Drama|Western,8.1,friend|funeral|outlaw|pistol|stagecoach,John Ford,Lee Marvin |  Woody Strode |  Vera Miles,53741,214,107,Approved,1.85,3200000,,-3200000,1,http://www.imdb.com/title/tt0056217/?ref_=fn_tt_tt_1,,,,          
To Kill a Mockingbird,1962,English,USA,129, Black and White,Crime|Drama,8.4,1930s|alabama|lawyer|six year old|trial,Robert Mulligan,Robert Duvall |  Brock Peters |  William Windom,215086,471,127,Not Rated,1.85,2000000,,-2000000,0,http://www.imdb.com/title/tt0056592/?ref_=fn_tt_tt_1,,,,          
Lolita,1962,English,UK,152, Black and White,Crime|Drama|Romance,7.7,lolita|nymphet|older man young girl relationship|professor|writer,Stanley Kubrick,James Mason |  Shelley Winters |  Lois Maxwell,67825,207,103,Not Rated,1.66,2000000,,-2000000,0,http://www.imdb.com/title/tt0056193/?ref_=fn_tt_tt_1,,,,          
Dr. No,1962,English,UK,110,Color,Action|Adventure|Thriller,7.3,british secret service|hand to hand combat|murder|official james bond series|terrorist plot,Terence Young,Ursula Andress |  Jack Lord |  Lois Maxwell,116642,389,184,Approved,1.37,1100000,16067035,14967035,4,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,,,,          
The Brain That Wouldn't Die,1962,English,USA,70, Black and White,Horror|Sci-Fi,4.1,brain|fiance|laboratory|surgeon|surgery,Joseph Green,Virginia Leith |  Jason Evers |  Bruce Kerr,4752,152,95,Approved,1.66,62000,,-62000,1,http://www.imdb.com/title/tt0052646/?ref_=fn_tt_tt_1,,,,          
McHale's Navy            ,1962,English,USA,30, Black and White,Comedy|War,7.5,american soldier|naval uniform|navy|patrol boat|uniform,,Tim Conway |  Gavin MacLeod |  Bob Hastings,1558,18,4,TV-G,4,,,0,1,http://www.imdb.com/title/tt0055689/?ref_=fn_tt_tt_1,,,,          
Cleopatra,1963,English,UK,251,Color,Biography|Drama|History|Romance,7,cleopatra|egypt|epic|queen|roman empire,Joseph L. Mankiewicz,Martin Landau |  Richard Burton |  Roddy McDowall,21554,192,72,Approved,2.2,31115000,57750000,26635000,2,http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1,,,,          
55 Days at Peking,1963,English,USA,154,Color,Action|Adventure|Drama|History|War,6.8,ambassador|boxer rebellion|china|colonialism|peking china,Nicholas Ray,Ava Gardner |  David Niven |  John Ireland,4550,50,15,Unrated,2.2,9000000,,-9000000,3,http://www.imdb.com/title/tt0056800/?ref_=fn_tt_tt_1,,,,          
"It's a Mad, Mad, Mad, Mad World",1963,English,USA,197,Color,Action|Adventure|Comedy|Crime,7.6,california|desert|dying words|money|race,Stanley Kramer,Jonathan Winters |  Sid Caesar |  Spencer Tracy,29323,344,61,Approved,2.76,9400000,46300000,36900000,0,http://www.imdb.com/title/tt0057193/?ref_=fn_tt_tt_1,,,,          
The Great Escape,1963,English,USA,172,Color,Adventure|Drama|History|Thriller|War,8.3,digging|escape|escape attempt|prisoner|tunnel,John Sturges,James Coburn |  Donald Pleasence |  Gordon Jackson,165638,301,111,Approved,2.35,4000000,,-4000000,0,http://www.imdb.com/title/tt0057115/?ref_=fn_tt_tt_1,,,,          
Donovan's Reef,1963,English,USA,109,Color,Adventure|Comedy|Romance,6.9,falling into water|medical doctor|priest|roof leak|swimming in the ocean,John Ford,Lee Marvin |  Cesar Romero |  Jack Warden,5786,65,27,Not Rated,1.85,2686585,,-2686585,1,http://www.imdb.com/title/tt0057007/?ref_=fn_tt_tt_1,,,,          
Hud,1963,English,USA,112, Black and White,Drama,7.9,alcoholism|forename as title|rancher|rodeo cowboy|texas,Martin Ritt,Patricia Neal |  Melvyn Douglas |  Whit Bissell,15277,120,65,Approved,2.35,2500000,,-2500000,0,http://www.imdb.com/title/tt0057163/?ref_=fn_tt_tt_1,,,,          
From Russia with Love,1963,English,UK,115,Color,Action|Adventure|Thriller,7.5,assassin|british agent|british secret service|decoder|russian,Terence Young,Robert Shaw |  Daniela Bianchi |  Lois Maxwell,89403,358,167,Approved,1.37,2000000,24800000,22800000,0,http://www.imdb.com/title/tt0057076/?ref_=fn_tt_tt_1,,,,          
Tom Jones,1963,English,UK,121,Color,Adventure|Comedy|History,6.8,18th century|rags to riches|secret letter|squire|tutor,Tony Richardson,Albert Finney |  Susannah York |  Hugh Griffith,8508,56,30,Unrated,1.37,1000000,,-1000000,1,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,,,,          
The Fall of the Roman Empire,1964,English,USA,172,Color,Drama|History|War,6.7,2nd century|emperor|european history|loosely based on historical events|roman empire,Anthony Mann,James Mason |  Mel Ferrer |  Stephen Boyd,6156,91,30,Approved,2.2,19000000,,-19000000,0,http://www.imdb.com/title/tt0058085/?ref_=fn_tt_tt_1,,,,          
My Fair Lady,1964,English,USA,170,Color,Drama|Family|Musical|Romance,7.9,colonel|flower girl|professor|street|wager,George Cukor,Jeremy Brett |  Rex Harrison |  Theodore Bikel,66959,258,82,Approved,2.2,17000000,72000000,55000000,1,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,,,,          
Mary Poppins,1964,English,USA,139,Color,Comedy|Family|Fantasy|Musical,7.8,banker|female protagonist|live action and animation|magic|nanny,Robert Stevenson,Ed Wynn |  Glynis Johns |  Elsa Lanchester,107408,259,145,Approved,1.66,6000000,102300000,96300000,2,http://www.imdb.com/title/tt0058331/?ref_=fn_tt_tt_1,,,,          
The Train,1964,English,France,133, Black and White,Thriller|War,7.9,art|french|german|painting|train,John Frankenheimer,Jeanne Moreau |  Paul Scofield |  Michel Simon,10119,124,64,Unrated,1.66,6700000,,-6700000,0,http://www.imdb.com/title/tt0059825/?ref_=fn_tt_tt_1,,,,          
Goldfinger,1964,English,UK,110,Color,Action|Adventure|Thriller,7.8,bikini|covered in melted gold|fort knox|gold|pilot,Guy Hamilton,Honor Blackman |  Gert Fröbe |  Lois Maxwell,139432,418,164,Approved,1.37,3000000,51100000,48100000,2,http://www.imdb.com/title/tt0058150/?ref_=fn_tt_tt_1,,,,          
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,English,USA,95, Black and White,Comedy,8.5,bomber|doomsday|general|u.s. president|war room,Stanley Kubrick,George C. Scott |  Slim Pickens |  Keenan Wynn,342585,839,192,PG,1.66,1800000,,-1800000,0,http://www.imdb.com/title/tt0057012/?ref_=fn_tt_tt_1,,,,          
A Hard Day's Night,1964,English,UK,87, Black and White,Comedy|Musical,7.7,boy|concert|drummer|manager|television,Richard Lester,Paul McCartney |  Ringo Starr |  George Harrison,31429,219,105,Approved,1.75,560000,515005,-44995,1,http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,,,,          
Nothing But a Man,1964,English,USA,95, Black and White,Drama|Romance,8.1,1960s|father|railroad|town|worker,Michael Roemer,Yaphet Kotto |  Gloria Foster |  Ivan Dixon,891,26,24,Not Rated,,160000,12438,-147562,1,http://www.imdb.com/title/tt0058414/?ref_=fn_tt_tt_1,,,,          
A Fistful of Dollars,1964,Italian,Italy,99,Color,Action|Drama|Western,8,balladeer|bar|drifter|mexican|revenge,Sergio Leone,Clint Eastwood |  Gian Maria Volontè |  Aldo Sambrell,147566,235,122,R,2.35,200000,3500000,3300000,1,http://www.imdb.com/title/tt0058461/?ref_=fn_tt_tt_1,,,,          
Une Femme Mariée,1964,French,France,94, Black and White,Drama,7.4,acting|actor|face slap|fashion|magazine,Jean-Luc Godard,Philippe Leroy |  Macha Méril |  Rita Maiden,1962,10,36,,1.37,120000,,-120000,0,http://www.imdb.com/title/tt0058701/?ref_=fn_tt_tt_1,,,,          
Bewitched            ,1964,English,USA,25, Black and White,Comedy|Family|Fantasy,7.6,connecticut|magic|marriage|witch|witchcraft,,Elizabeth Montgomery |  Agnes Moorehead |  Dick York,11427,71,31,TV-G,4,,,0,1,http://www.imdb.com/title/tt0057733/?ref_=fn_tt_tt_1,,,,          
The Greatest Story Ever Told,1965,English,USA,225,Color,Biography|Drama|History,6.6,70mm film|biblical epic|faith|jewish|king herod,George Stevens,Martin Landau |  Carroll Baker |  José Ferrer,6484,100,27,G,2.76,20000000,8000000,-12000000,6,http://www.imdb.com/title/tt0059245/?ref_=fn_tt_tt_1,,,,          
Doctor Zhivago,1965,English,USA,200,Color,Drama|Romance|War,8,bolshevik|poet|poetry|russia|russian revolution,David Lean,Julie Christie |  Klaus Kinski |  Geraldine Chaplin,55816,255,89,PG-13,2.35,11000000,111722000,100722000,2,http://www.imdb.com/title/tt0059113/?ref_=fn_tt_tt_1,,,,          
Thunderball,1965,English,UK,130,Color,Action|Adventure|Thriller,7,domino|fiery redhead|nassau|official james bond series|underwater battle,Terence Young,Desmond Llewelyn |  Earl Cameron |  Lois Maxwell,82073,275,129,Approved,2.35,9000000,63600000,54600000,1,http://www.imdb.com/title/tt0059800/?ref_=fn_tt_tt_1,,,,          
The Sound of Music,1965,English,USA,174,Color,Biography|Drama|Family|Musical|Romance,8,austria|children|governess|love|orchestral music score,Robert Wise,Eleanor Parker |  Angela Cartwright |  Nicholas Hammond,148172,406,119,G,2.35,8200000,163214286,155014286,3,http://www.imdb.com/title/tt0059742/?ref_=fn_tt_tt_1,,,,          
Major Dundee,1965,English,USA,152,Color,Adventure|War|Western,6.8,apache|apache indian|confederate|mexico|scout,Sam Peckinpah,James Coburn |  Slim Pickens |  Warren Oates,5294,67,53,Approved,2.35,3800000,14873,-3785127,2,http://www.imdb.com/title/tt0059418/?ref_=fn_tt_tt_1,,,,          
The Party's Over,1965,English,UK,94, Black and White,Drama,7.3,beatnik|businessman|necrophilia|party|partying,Guy Hamilton,Oliver Reed |  Eddie Albert |  Louise Sorel,340,7,12,,1.37,,,0,1,http://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,,,,          
Pierrot le Fou,1965,French,France,110,Color,Crime|Drama|Romance,7.7,beach|money|on the run|party|smuggling,Jean-Luc Godard,Jean-Paul Belmondo |  Anna Karina |  Graziella Galvani,19386,74,96,Not Rated,2.35,300000,,-300000,1,http://www.imdb.com/title/tt0059592/?ref_=fn_tt_tt_1,,,,          
A Charlie Brown Christmas,1965,English,USA,25,Color,Animation|Comedy|Family,8.4,christmas|christmas tree|commercialism|meaning of christmas|tree,Bill Melendez,Peter Robbins |  Bill Melendez |  Christopher Shea,21826,126,43,TV-G,1.33,150000,,-150000,0,http://www.imdb.com/title/tt0059026/?ref_=fn_tt_tt_1,,,,          
A Man for All Seasons,1966,English,UK,120,Color,Biography|Drama|History,7.9,catholic|chancellor|divorce|king henry viii|thomas more,Fred Zinnemann,Robert Shaw |  Susannah York |  Paul Scofield,23713,167,62,Approved,1.66,2000000,,-2000000,0,http://www.imdb.com/title/tt0060665/?ref_=fn_tt_tt_1,,,,          
Harper,1966,English,USA,121,Color,Action|Crime|Drama|Mystery|Thriller,7,kidnapping|los angeles california|neo noir|private detective|ransom,Jack Smight,Janet Leigh |  Robert Wagner |  Shelley Winters,5941,74,22,Not Rated,2.35,3500000,,-3500000,1,http://www.imdb.com/title/tt0060490/?ref_=fn_tt_tt_1,,,,          
Torn Curtain,1966,English,USA,128,Color,Thriller,6.7,defection|east germany|germany|iron curtain|scientist,Alfred Hitchcock,Tamara Toumanova |  Lila Kedrova |  David Opatoshu,18656,137,64,Approved,1.85,6000000,,-6000000,1,http://www.imdb.com/title/tt0061107/?ref_=fn_tt_tt_1,,,,          
A Funny Thing Happened on the Way to the Forum,1966,English,USA,99,Color,Comedy|Musical,7,based on stage musical|based on stage musical based on stage play|freedom|historical fiction|virgin,Richard Lester,Buster Keaton |  Zero Mostel |  Phil Silvers,6804,72,25,Approved,1.85,2000000,,-2000000,0,http://www.imdb.com/title/tt0060438/?ref_=fn_tt_tt_1,,,,          
Batman: The Movie,1966,English,USA,105,Color,Adventure|Comedy|Family,6.5,black cat|catwoman|dc comics|penguin|riddler,Leslie H. Martinson,Burgess Meredith |  Cesar Romero |  Burt Ward,22975,155,53,Approved,1.85,1377800,,-1377800,1,http://www.imdb.com/title/tt0060153/?ref_=fn_tt_tt_1,,,,          
"The Good, the Bad and the Ugly",1966,Italian,Italy,142,Color,Western,8.9,civil war|hitman|outlaw|shootout|spaghetti western,Sergio Leone,Clint Eastwood |  Luigi Pistilli |  Enzo Petito,503509,780,181,Approved,2.35,1200000,6100000,4900000,3,http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,,,,          
You Only Live Twice,1967,English,UK,117,Color,Action|Adventure|Thriller,6.9,faked death|japan|japanese|poison|secret headquarters,Lewis Gilbert,Donald Pleasence |  Burt Kwouk |  Desmond Llewelyn,75280,267,130,Approved,2.35,9500000,43100000,33600000,0,http://www.imdb.com/title/tt0062512/?ref_=fn_tt_tt_1,,,,          
In Cold Blood,1967,English,USA,134, Black and White,Biography|Crime|Drama|History,8,homoeroticism|kansas|murder|police|robbery,Richard Brooks,John Forsythe |  Robert Blake |  Will Geer,19026,128,79,Approved,2.35,3500000,,-3500000,1,http://www.imdb.com/title/tt0061809/?ref_=fn_tt_tt_1,,,,          
Point Blank,1967,English,USA,92,Color,Crime|Thriller,7.4,criminal|gangster|money|revenge|violence,John Boorman,Lee Marvin |  Angie Dickinson |  Carroll O'Connor,13640,128,87,Approved,2.35,3000000,,-3000000,0,http://www.imdb.com/title/tt0062138/?ref_=fn_tt_tt_1,,,,          
The Torture Chamber of Dr. Sadism,1967,German,West Germany,80,Color,Horror|Mystery,6,count|drawn and quartered|tied up|torture chamber|torture device,Harald Reinl,Christopher Lee |  Lex Barker |  Karin Dor,952,36,38,M,1.66,,,0,0,http://www.imdb.com/title/tt0062235/?ref_=fn_tt_tt_1,,,,          
In the Heat of the Night            ,1967,English,USA,60,Color,Crime|Drama|Mystery,7.4,detective|mississippi|police|police detective|small town,,Carroll O'Connor |  Alan Autry |  Crystal R. Fox,2258,24,1,,1.33,,,0,1,http://www.imdb.com/title/tt0094484/?ref_=fn_tt_tt_1,,,,          
"Yours, Mine and Ours",1968,English,USA,111,Color,Comedy|Family,7.2,nurse|parent|sibling|widow|widower,Melville Shavelson,Lucille Ball |  Tom Bosley |  Tim Matheson,5888,61,8,Unrated,1.85,2500000,,-2500000,0,http://www.imdb.com/title/tt0063829/?ref_=fn_tt_tt_1,,,,          
2001: A Space Odyssey,1968,English,UK,161,Color,Adventure|Mystery|Sci-Fi,8.3,ancient astronaut|famous line|message from outer space|monolith|star child,Stanley Kubrick,Keir Dullea |  Gary Lockwood |  Glenn Beck,427357,1736,285,G,2.2,12000000,56715371,44715371,0,http://www.imdb.com/title/tt0062622/?ref_=fn_tt_tt_1,,,,          
Oliver!,1968,English,UK,153,Color,Drama|Family|Musical,7.5,abuse|child|orphan|orphanage|pickpocket,Carol Reed,Oliver Reed |  Ron Moody |  Jack Wild,25303,138,56,G,2.35,10000000,16800000,6800000,1,http://www.imdb.com/title/tt0063385/?ref_=fn_tt_tt_1,,,,          
Barbarella,1968,English,France,98,Color,Adventure|Comedy|Fantasy|Sci-Fi,5.9,41st century|angel|future|laser gun|space opera,Roger Vadim,Jane Fonda |  David Hemmings |  Milo O'Shea,24436,186,107,PG,2.35,9000000,,-9000000,2,http://www.imdb.com/title/tt0062711/?ref_=fn_tt_tt_1,,,,          
Once Upon a Time in the West,1968,English,Italy,145,Color,Western,8.6,gang|gun|harmonica|killing|woman in bathtub,Sergio Leone,Claudia Cardinale |  Woody Strode |  Jack Elam,216005,565,164,PG-13,2.35,5000000,,-5000000,1,http://www.imdb.com/title/tt0064116/?ref_=fn_tt_tt_1,,,,          
Night of the Living Dead,1968,English,USA,96, Black and White,Drama|Horror|Mystery,8,cemetery|farmhouse|radiation|running out of gas|zombie,George A. Romero,Judith O'Dea |  Duane Jones |  S. William Hinzman,87978,580,284,Unrated,1.85,114000,,-114000,5,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,,,,          
Rosemary's Baby,1968,English,USA,136,Color,Drama|Horror,8,devil worship|incubus|paranoia|raped by a demon|satanism,Roman Polanski,John Cassavetes |  Mia Farrow |  Charles Grodin,140527,447,215,R,1.85,2300000,,-2300000,0,http://www.imdb.com/title/tt0063522/?ref_=fn_tt_tt_1,,,,          
Hang 'Em High,1968,English,USA,114,Color,Western,7,imperative in title|judge|marshal|murder|vigilante,Ted Post,Clint Eastwood |  Bruce Dern |  Alan Hale Jr.,25472,109,26,M,1.85,1800000,,-1800000,3,http://www.imdb.com/title/tt0061747/?ref_=fn_tt_tt_1,,,,          
Shalako,1968,English,UK,113,Color,Western,5.5,bare chested male bondage|european|female frontal nudity|topless woman|war paint,Edward Dmytryk,Brigitte Bardot |  Woody Strode |  Honor Blackman,1978,41,10,PG,2.35,1455000,,-1455000,2,http://www.imdb.com/title/tt0063592/?ref_=fn_tt_tt_1,,,,          
Charly,1968,English,USA,103,Color,Drama|Romance|Sci-Fi,7.1,disability|experiment|genius|intelligence|mouse,Ralph Nelson,Cliff Robertson |  Dick Van Patten |  Claire Bloom,4998,55,32,PG,2.35,,,0,0,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,,,,          
Night of the Living Dead,1968,English,USA,96, Black and White,Drama|Horror|Mystery,8,cemetery|farmhouse|radiation|running out of gas|zombie,George A. Romero,Judith O'Dea |  Duane Jones |  S. William Hinzman,87978,580,284,Unrated,1.85,114000,,-114000,5,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,,,,          
Paint Your Wagon,1969,English,USA,158,Color,Comedy|Drama|Musical|Romance|Western,6.7,california|farmer|gold|mining|prospector,Joshua Logan,Clint Eastwood |  Lee Marvin |  Ray Walston,9352,106,20,PG-13,2.35,20000000,,-20000000,3,http://www.imdb.com/title/tt0064782/?ref_=fn_tt_tt_1,,,,          
Sweet Charity,1969,English,USA,154,Color,Comedy|Drama|Music|Musical|Romance,7,charity|dancer|foreign language adaptation|hope|taxi dancer,Bob Fosse,Sammy Davis Jr. |  Ricardo Montalban |  Ben Vereen,3454,64,15,G,2.35,20000000,,-20000000,0,http://www.imdb.com/title/tt0065054/?ref_=fn_tt_tt_1,,,,          
Machine Gun McCain,1969,English,Italy,96,Color,Crime|Drama|Thriller,6.2,casino|gang violence|robbery|suicide|violence,Giuliano Montaldo,John Cassavetes |  Gena Rowlands |  Britt Ekland,618,12,28,GP,2.35,,,0,0,http://www.imdb.com/title/tt0065895/?ref_=fn_tt_tt_1,,,,          
On Her Majesty's Secret Service,1969,English,UK,142,Color,Action|Adventure|Thriller,6.8,bond girl|british|mission|portugal|switzerland,Peter R. Hunt,Telly Savalas |  George Lazenby |  Desmond Llewelyn,59941,452,143,M,2.35,7000000,22800000,15800000,2,http://www.imdb.com/title/tt0064757/?ref_=fn_tt_tt_1,,,,          
Butch Cassidy and the Sundance Kid,1969,English,USA,110,Color,Biography|Crime|Drama|Western,8.1,bolivia|gang|outlaw|posse|train,George Roy Hill,Katharine Ross |  Ted Cassidy |  Kenneth Mars,152089,309,130,M,2.35,6000000,102308900,96308900,1,http://www.imdb.com/title/tt0064115/?ref_=fn_tt_tt_1,,,,          
The Wild Bunch,1969,English,USA,144,Color,Action|Adventure|Western,8,friendship|honor|righteous rage|soldier|texas,Sam Peckinpah,William Holden |  Warren Oates |  L.Q. Jones,63192,287,147,R,2.35,6244087,,-6244087,1,http://www.imdb.com/title/tt0065214/?ref_=fn_tt_tt_1,,,,          
Topaz,1969,English,USA,127,Color,Drama|Thriller,6.3,1960s|agent|cuba|intelligence|spy,Alfred Hitchcock,Roscoe Lee Browne |  John Vernon |  Philippe Noiret,12677,89,50,M,1.85,4000000,,-4000000,0,http://www.imdb.com/title/tt0065112/?ref_=fn_tt_tt_1,,,,          
Midnight Cowboy,1969,English,USA,113, Black and White,Drama,7.9,gay|homosexual|homosexuality|hustler|male rear nudity,John Schlesinger,Brenda Vaccaro |  Barnard Hughes |  John McGiver,76616,334,88,X,1.85,3600000,,-3600000,2,http://www.imdb.com/title/tt0064665/?ref_=fn_tt_tt_1,,,,          
Mississippi Mermaid,1969,French,France,123,Color,Crime|Drama|Romance,7.2,antibes|hotel|island|reunion|reunion island,François Truffaut,Catherine Deneuve |  Jean-Paul Belmondo |  Michel Bouquet,4391,26,35,R,2.35,1600000,26893,-1573107,0,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,,,,          
The Stewardesses,1969,English,USA,93,Color,Comedy|Drama,4,female frontal nudity|female nudity|lesbian sex|lesbianism|sex,Al Silliman Jr.,Christina Hart |  Nancy Ison |  William Condos,161,5,21,X,1.37,100000,,-100000,0,http://www.imdb.com/title/tt0168192/?ref_=fn_tt_tt_1,,,,          
